NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0103226,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3691977,544173,2026-01-01T22:30:21.930000,,,2026-01-01T22:32:12.750000,DUP,DUPLICATE,N,5Q02,Approx Loc:3223 Piety St,70126,5,POINT (-90.03453468 29.98996573)
A0103326,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3698933,519354,2026-01-01T22:31:55.510000,,2026-01-01T22:31:55.510000,2026-01-01T22:42:17.060000,NAT,Necessary Action Taken,Y,4D01,041XX General De Gaulle Dr,70131,4,POINT (-90.01346452 29.92150387)
A0807126,103,DISTURBANCE (OTHER),2D,103,DISTURBANCE (OTHER),2D,3681302,540229,2026-01-08T21:00:41.647000,2026-01-08T22:35:46.053000,2026-01-08T22:42:59.003000,2026-01-09T00:41:04.607000,RTF,REPORT TO FOLLOW,N,5K04,022XX George Nick Connor Dr,70119,5,POINT (-90.06838906 29.97944884)
A0103526,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3680189,531284,2026-01-01T22:39:04.133000,,,2026-01-01T22:39:36.343000,NAT,Necessary Action Taken,N,8I02,010XX Canal St,70112,8,POINT (-90.07221799 29.95488711)
A0466126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670375,553207,2026-01-05T17:32:56.680000,,2026-01-05T17:32:56.680000,2026-01-05T18:02:43.053000,NAT,Necessary Action Taken,Y,3J03,Marshal Foch St & Mouton St,70124,3,POINT (-90.10246281 30.01546216)
A0466226,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3719681,560070,2026-01-05T17:34:17.557000,2026-01-05T20:21:46.683000,,2026-01-05T20:22:23.583000,NAT,Necessary Action Taken,N,7K01,050XX E St Andrews Cir,70128,7,POINT (-89.94641804 30.03278326)
A0103826,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3672585,521076,2026-01-01T22:40:41.263000,,,2026-01-01T22:45:43.320000,NAT,Necessary Action Taken,N,6Q01,016XX General Taylor St,70115,6,POINT (-90.09657517 29.92704605)
A0466326,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3673269,536650,2026-01-05T17:35:34.680000,,2026-01-05T17:35:34.680000,2026-01-05T17:48:09.467000,NAT,Necessary Action Taken,Y,1L02,Canal St & S Norman C Francis Pkwy,70119,1,POINT (-90.0938834 29.96985119)
A0104026,103,DISTURBANCE (OTHER),1C,107,SUSPICIOUS PERSON,2D,3673340,535455,2026-01-01T22:44:40.280000,2026-01-01T22:45:10.257000,2026-01-01T22:48:08.603000,2026-01-01T23:24:57.283000,NAT,Necessary Action Taken,N,1L02,003XX S Lopez St,70119,1,POINT (-90.09370152 29.96656111)
A0104126,17M,MUNICIPAL ATTACHMENT,1H,17M,MUNICIPAL ATTACHMENT,1H,3674605,523132,2026-01-01T22:45:12.100000,,2026-01-01T22:45:12.100000,2026-01-01T23:25:27.863000,NAT,Necessary Action Taken,Y,6Q05,019XX 7th St,70115,6,POINT (-90.09012866 29.93264072)
A0466426,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3671664,535420,2026-01-05T17:35:38.107000,,2026-01-05T17:35:38.107000,2026-01-05T18:01:03.560000,NAT,Necessary Action Taken,Y,1L03,S Clark St & D'Hemecourt St,70119,1,POINT (-90.09899403 29.96651651)
A0466526,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),2D,3678241,524524,2026-01-05T17:38:55.207000,2026-01-05T17:50:10.043000,,2026-01-05T17:50:15.003000,GOA,GONE ON ARRIVAL,N,6G01,016XX St Mary St,70130,6,POINT (-90.07860157 29.93635972)
A0104426,1028NP,VEHICLE NO-PURSUIT,2C,1028NP,VEHICLE NO-PURSUIT,2C,3696213,551407,2026-01-01T22:52:29.180000,,2026-01-01T22:52:29.180000,2026-01-01T23:06:05.133000,NAT,Necessary Action Taken,Y,7A01,Downman Rd & Chef Menteur Hwy,70126,7,POINT (-90.0208909 30.00972285)
A0104526,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1F,3696549,518401,2026-01-01T22:53:43.767000,,,2026-01-01T22:59:11.053000,VOI,VOID,N,4C02,036XX Texas Dr,70114,4,POINT (-90.02102417 29.91895898)
A0104626,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3696213,551407,2026-01-01T22:54:54.800000,,2026-01-01T22:54:54.800000,2026-01-01T22:59:08.343000,NAT,Necessary Action Taken,Y,7A01,Chef Menteur Hwy & Downman Rd,70126,7,POINT (-90.0208909 30.00972285)
A0466626,62A,"BURGLAR ALARM, SILENT",2E,62L,"BURGLAR ALARM, LOCAL",2F,3692098,545890,2026-01-05T17:42:29.177000,2026-01-05T21:49:58.470000,2026-01-05T22:00:09.550000,2026-01-05T22:10:34.347000,NAT,Necessary Action Taken,N,5Q04,037XX Johnny Jackson Jr Blvd,70126,5,POINT (-90.03408982 29.99468436)
A0104826,24,MEDICAL,2D,21,COMPLAINT OTHER,1J,37369000,3513814,2026-01-01T22:57:59.560000,2026-01-01T22:59:52.867000,2026-01-01T23:05:02.487000,2026-01-01T23:25:18.037000,NAT,Necessary Action Taken,N,1I03,022XX Bienville Av,70119,1,POINT (0 0)
A0466726,103,DISTURBANCE (OTHER),1C,35,SIMPLE BATTERY,2E,3681524,532296,2026-01-05T17:43:39.300000,,2026-01-05T17:48:47.690000,2026-01-05T18:19:26.777000,NAT,Necessary Action Taken,N,8D03,Dauphine St & St Louis St,70112,8,POINT (-90.06796687 29.95763001)
A0466826,103F,FIGHT,1B,35,SIMPLE BATTERY,2E,3706869,514023,2026-01-05T17:44:53.793000,2026-01-05T21:37:31.593000,2026-01-05T21:43:27.437000,2026-01-05T21:53:45.347000,GOA,GONE ON ARRIVAL,N,4E01,061XX Tullis Dr,70131,4,POINT (-89.9886118 29.90659309)
A0466926,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3685027,548392,2026-01-05T17:45:17.393000,2026-01-05T19:58:06.820000,2026-01-05T20:05:29.970000,2026-01-05T21:06:20.023000,RTF,REPORT TO FOLLOW,N,3Y02,Gentilly Blvd & Clematis St,70122,3,POINT (-90.05633935 30.00178167)
A0467026,29SA,SUICIDE ATTEMPT,1A,29SA,SUICIDE ATTEMPT,2C,37369000,3513814,2026-01-05T17:46:35.410000,2026-01-05T17:48:43.920000,2026-01-05T17:54:36.907000,2026-01-05T18:04:23.763000,GOA,GONE ON ARRIVAL,N,6D02,Magazine St & 2nd St,70130,6,POINT (0 0)
A0105326,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3680952,523221,2026-01-01T23:06:36.053000,2026-01-01T23:07:27.393000,2026-01-01T23:14:02.033000,2026-01-01T23:36:26.493000,GOA,GONE ON ARRIVAL,N,6B04,008XX Orange St,70130,6,POINT (-90.07008791 29.93269412)
A0467126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673729,535336,2026-01-05T17:48:43.710000,,2026-01-05T17:48:43.710000,2026-01-05T18:24:00.443000,NAT,Necessary Action Taken,Y,1L01,030XX Blk Palmyra St,70119,1,POINT (-90.09247697 29.96622411)
A0467226,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3696549,518401,2026-01-05T17:48:52.933000,2026-01-05T17:48:52.933000,2026-01-05T17:49:01.103000,2026-01-05T18:36:50.337000,NAT,Necessary Action Taken,N,4C02,036XX Texas Dr,70114,4,POINT (-90.02102417 29.91895898)
A0467326,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1F,3677856,535835,2026-01-05T17:50:06.727000,2026-01-05T20:31:41.143000,2026-01-05T20:39:16.080000,2026-01-05T21:05:10.103000,NAT,Necessary Action Taken,N,1I01,023XX Magic St,70119,1,POINT (-90.07942533 29.96747196)
A0467426,63,PROWLER,1A,103,DISTURBANCE (OTHER),2D,3672687,526682,2026-01-05T17:50:53.430000,,2026-01-05T20:45:29.790000,2026-01-05T20:53:29.567000,GOA,GONE ON ARRIVAL,N,6K01,028XX S Claiborne Av,70125,6,POINT (-90.09606302 29.94246005)
A0467526,66,EXTORTION (THREATS),1H,66,EXTORTION (THREATS),1H,3691423,540489,2026-01-05T17:53:12.140000,2026-01-05T22:02:05.087000,2026-01-05T22:11:56.827000,2026-01-05T23:13:40.350000,NAT,Necessary Action Taken,N,5H02,023XX Desire St,70117,5,POINT (-90.03641522 29.97985409)
A0467626,103,DISTURBANCE (OTHER),1B,103,DISTURBANCE (OTHER),2D,3703650,563357,2026-01-05T17:55:21.057000,,,2026-01-05T19:51:14.470000,GOA,GONE ON ARRIVAL,N,7P01,086XX Chase St,70127,7,POINT (-89.99695363 30.04234669)
A0106026,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3684425,534235,2026-01-01T23:15:47.590000,,2026-01-01T23:15:47.590000,2026-01-01T23:16:42.437000,NAT,Necessary Action Taken,Y,8F01,005XX Esplanade Av,70116,8,POINT (-90.05873851 29.96287313)
A0106126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3678978,532411,2026-01-01T23:15:59.433000,,2026-01-01T23:15:59.433000,2026-01-01T23:38:32.687000,NAT,Necessary Action Taken,Y,1E02,Canal St & N Villere St,70112,1,POINT (-90.07600047 29.95802301)
A0467726,24,MEDICAL,2D,34S,AGGRAVATED BATTERY BY SHOOTING,2C,37369000,3513814,2026-01-05T17:56:21.893000,,2026-01-05T17:59:22.073000,2026-01-05T18:25:28.993000,NAT,Necessary Action Taken,N,6F01,Jackson Av & Carondelet St,70130,6,POINT (0 0)
A0467826,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),2D,3681875,522034,2026-01-05T17:57:07.770000,2026-01-05T18:15:06.757000,2026-01-05T18:20:10.800000,2026-01-05T18:33:36.397000,NAT,Necessary Action Taken,N,6B04,016XX Tchoupitoulas St,70130,6,POINT (-90.06721507 29.92940174)
A0467926,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3671103,533902,2026-01-05T17:58:34.887000,2026-01-05T18:03:41.987000,2026-01-05T18:07:41.093000,2026-01-05T18:14:56.917000,GOA,GONE ON ARRIVAL,N,6N02,I-10 E & S Jeff Davis Overpass,70125,6,POINT (-90.10081925 29.96235967)
A0468026,100,HIT & RUN,1,100,HIT & RUN,2D,3693216,535186,2026-01-05T17:59:48.547000,2026-01-05T20:00:06.847000,2026-01-05T20:14:29.900000,2026-01-05T20:55:21.033000,RTF,REPORT TO FOLLOW,N,5D04,011XX Poland Av,70117,5,POINT (-90.03094223 29.96521528)
A0468126,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3677967,534284,2026-01-05T17:59:58.773000,2026-01-05T18:01:18.760000,2026-01-05T18:06:11.703000,2026-01-05T18:50:33.373000,NAT,Necessary Action Taken,N,1I02,020XX Bienville Av,70112,1,POINT (-90.07912899 29.96320486)
A0106826,103,DISTURBANCE (OTHER),2D,103,DISTURBANCE (OTHER),2D,3673564,535522,2026-01-01T23:22:53.647000,2026-01-01T23:25:34.653000,2026-01-01T23:29:18.847000,2026-01-01T23:52:37.640000,NAT,Necessary Action Taken,N,1L02,031XX Palmyra St,70119,1,POINT (-90.09299097 29.9667395)
A0468226,MISC,MISCELLANEOUS COMPLAINT,1,66,EXTORTION (THREATS),1H,3675763,538814,2026-01-05T18:00:43.383000,,2026-01-05T18:53:49.843000,2026-01-05T19:56:26.293000,NAT,Necessary Action Taken,N,1N03,009XX N Lopez St,70119,1,POINT (-90.08593497 29.97572521)
A0107026,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3673564,535522,2026-01-01T23:23:41.753000,,,2026-01-01T23:26:36.547000,DUP,DUPLICATE,N,1L02,031XX Palmyra St,70119,1,POINT (-90.09299097 29.9667395)
A0107126,21,COMPLAINT OTHER,1J,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3685599,538575,2026-01-01T23:26:07.787000,2026-01-01T23:28:14.453000,2026-01-01T23:28:24.130000,2026-01-01T23:35:09.253000,NAT,Necessary Action Taken,N,5G01,Mandeville St & N Derbigny St,70117,5,POINT (-90.05487603 29.9747698)
A0468326,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3674793,541473,2026-01-05T18:03:00.993000,,2026-01-05T18:03:00.993000,2026-01-05T18:28:03.023000,NAT,Necessary Action Taken,Y,1N02,034XX Esplanade Av,70119,1,POINT (-90.08890705 29.9830656)
A0107326,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3664837,531469,2026-01-01T23:27:12.550000,,2026-01-01T23:27:12.550000,2026-01-01T23:37:08.630000,NAT,Necessary Action Taken,Y,2K04,S Carrollton Av & S Claiborne Av,70125,2,POINT (-90.12068781 29.95585115)
A0468426,103D,DOMESTIC DISTURBANCE,2C,103D,DOMESTIC DISTURBANCE,2C,3697328,532758,2026-01-05T18:03:28.570000,2026-01-05T18:06:57.090000,2026-01-05T18:22:25.833000,2026-01-05T18:54:06.377000,GOA,GONE ON ARRIVAL,N,5E01,054XX Dauphine St,70117,5,POINT (-90.01804469 29.95841081)
A0107526,94F,FIREWORKS,2J,103,DISTURBANCE (OTHER),1C,3668796,525235,2026-01-01T23:33:04.533000,2026-01-01T23:35:36.603000,2026-01-01T23:38:28.347000,2026-01-01T23:40:12.600000,NAT,Necessary Action Taken,N,2N03,026XX Robert St,70115,2,POINT (-90.10839492 29.9385943)
A0468526,107,SUSPICIOUS PERSON,1A,107,SUSPICIOUS PERSON,2C,3673467,528018,2026-01-05T18:07:26.967000,,,2026-01-05T18:22:25.477000,GOA,GONE ON ARRIVAL,N,6K01,032XX 2nd St,70125,6,POINT (-90.0935537 29.94610919)
A0468626,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3699731,551932,2026-01-05T18:07:35.030000,2026-01-05T19:48:17.933000,2026-01-05T20:07:22.467000,2026-01-05T20:16:11.063000,GOA,GONE ON ARRIVAL,N,7C02,Chef Menteur Hwy & Dale St,70126,7,POINT (-90.00975827 30.0110567)
A0107926,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3682588,528439,2026-01-01T23:35:50.533000,,2026-01-01T23:35:50.533000,2026-01-01T23:54:07.580000,NAT,Necessary Action Taken,Y,8A02,Convention Center Blvd & Lafayette St,70130,8,POINT (-90.06474061 29.94699217)
A0597326,21,COMPLAINT OTHER,1J,966,DRUG VIOLATIONS,2F,3679778,532370,2026-01-06T21:47:48.873000,2026-01-07T00:36:16.503000,,2026-01-07T00:36:35.557000,NAT,Necessary Action Taken,N,1E01,002XX Treme St,70112,1,POINT (-90.07347798 29.9578866)
A0468826,62A,"BURGLAR ALARM, SILENT",1B,62A,"BURGLAR ALARM, SILENT",2C,3708223,562171,2026-01-05T18:09:14.203000,,,2026-01-05T19:36:32.933000,NAT,Necessary Action Taken,N,7P06,097XX W Wheaton Cir,70127,7,POINT (-89.98254742 30.03893788)
A0468926,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3661079,530628,2026-01-05T18:09:16,,,2026-01-05T18:10:25.760000,NAT,Necessary Action Taken,N,2K02,015XX Monroe St,70118,2,POINT (-90.13258063 29.95364871)
A0469026,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682683,530925,2026-01-05T18:12:43.697000,,,2026-01-05T18:13:33.153000,NAT,Necessary Action Taken,N,8B02,003XX Conti St,70130,8,POINT (-90.06435301 29.95382446)
A0469126,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3684284,544769,2026-01-05T18:13:19.867000,2026-01-05T18:15:59.600000,2026-01-05T18:25:07.850000,2026-01-05T19:31:40.233000,NAT,Necessary Action Taken,N,3X02,Elysian Fields Av & Humanity St,70122,3,POINT (-90.05881125 29.99184286)
A0469226,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670315,549170,2026-01-05T18:15:03.223000,,2026-01-05T18:15:03.223000,2026-01-05T18:36:37.427000,NAT,Necessary Action Taken,Y,3J01,Harrison Av & Argonne Blvd,70124,3,POINT (-90.10278792 30.00436398)
A0108626,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3679524,521283,2026-01-01T23:47:02.710000,,,2026-01-01T23:47:40.013000,VOI,VOID,N,6B06,008XX Jackson Av,70130,6,POINT (-90.074663 29.9274092)
A0469526,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3672910,538425,2026-01-05T18:24:26.800000,,2026-01-05T18:24:26.800000,2026-01-05T18:36:41.930000,NAT,Necessary Action Taken,Y,1M03,037XX Blk Conti St,70119,1,POINT (-90.09495645 29.97474283)
A0469626,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3674488,538579,2026-01-05T18:25:05.430000,,2026-01-05T18:25:05.430000,2026-01-05T18:36:54.890000,NAT,Necessary Action Taken,Y,1M04,033XX Orleans Av,70119,1,POINT (-90.08996713 29.97511722)
A0108926,107S,SUSPICIOUS PACKAGE,2D,107S,SUSPICIOUS PACKAGE,2D,3682368,532813,2026-01-01T23:50:17.520000,,2026-01-01T23:50:17.520000,2026-01-01T23:52:47.643000,NAT,Necessary Action Taken,Y,8D06,Bourbon St & Orleans Av,70116,8,POINT (-90.06528387 29.95902625)
A0109026,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3672057,555564,2026-01-01T23:50:24,,2026-01-01T23:50:24,2026-01-01T23:50:40.040000,GOA,GONE ON ARRIVAL,Y,3K01,Hawk St & Marconi Dr,70124,3,POINT (-90.09706656 30.02189441)
A0469726,67S,SHOPLIFTING,1,67S,SHOPLIFTING,1E,3692309,543351,2026-01-05T18:25:33.653000,2026-01-05T22:54:08.550000,2026-01-05T23:01:37.140000,2026-01-05T23:08:33.133000,GOA,GONE ON ARRIVAL,N,5Q02,030XX Morrice Duncan Dr,70126,5,POINT (-90.03351549 29.98769657)
A0469826,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3696081,552730,2026-01-05T18:25:52.850000,,2026-01-05T18:25:52.850000,2026-01-05T19:27:30.253000,NAT,Necessary Action Taken,Y,7A02,042XX Blk Downman Rd,70126,7,POINT (-90.02125965 30.01336529)
A0469926,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3673918,533738,2026-01-05T18:26:31.390000,,2026-01-05T18:26:31.390000,2026-01-05T18:26:49.127000,RTF,REPORT TO FOLLOW,Y,1K01,027XX Tulane Av,70119,1,POINT (-90.09193488 29.96182464)
A0597826,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3687609,543016,2026-01-06T21:53:59.563000,,,2026-01-06T21:56:17.070000,DUP,DUPLICATE,N,3Y04,027XX Constitution Pl,70122,3,POINT (-90.04837293 29.98692064)
A0470126,29,DEATH,1D,21,COMPLAINT OTHER,2,3676861,519427,2026-01-05T18:29:59.290000,2026-01-05T18:32:07.267000,2026-01-05T18:37:03.100000,2026-01-05T21:01:10.720000,RTF,REPORT TO FOLLOW,N,6A04,030XX Annunciation St,70115,6,POINT (-90.08313419 29.9223849)
A0470226,21,COMPLAINT OTHER,1J,67,THEFT,0,3700660,522336,2026-01-05T18:30:33.220000,,,2026-01-05T18:54:11.727000,NAT,Necessary Action Taken,N,4D03,015XX Kabel Dr,70131,4,POINT (-90.00790414 29.92964905)
A0470326,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681869,531481,2026-01-05T18:30:41.183000,,2026-01-05T18:30:41.183000,2026-01-05T18:48:36.967000,NAT,Necessary Action Taken,Y,8C02,003XX Royal St,70130,8,POINT (-90.06690499 29.95537994)
A0470526,103D,DOMESTIC DISTURBANCE,1B,103D,DOMESTIC DISTURBANCE,2C,3695997,554900,2026-01-05T18:36:54.907000,2026-01-05T21:36:26.130000,2026-01-05T21:50:08.110000,2026-01-05T23:34:30.620000,RTF,REPORT TO FOLLOW,N,7D01,060XX Downman Rd,70126,7,POINT (-90.02144767 30.01933664)
A0470626,21,COMPLAINT OTHER,1J,100,HIT & RUN,1C,3699441,519452,2026-01-05T18:38:11.920000,,,2026-01-05T20:35:22.650000,NAT,Necessary Action Taken,N,4D01,030XX Holiday Dr,70131,4,POINT (-90.01185732 29.92175846)
A0470826,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3665491,548483,2026-01-05T18:39:34.640000,2026-01-05T18:41:23.970000,2026-01-05T18:44:56.430000,2026-01-05T18:47:41.467000,NAT,Necessary Action Taken,N,3B03,002XX 16th St,70124,3,POINT (-90.11804994 30.00261514)
A0470926,100I,HIT & RUN WITH INJURIES,1B,100I,HIT & RUN WITH INJURIES,2C,3705464,555039,2026-01-05T18:40:31.570000,2026-01-05T22:01:46.410000,2026-01-05T22:08:46.277000,2026-01-05T23:23:56.073000,RTF,REPORT TO FOLLOW,N,7F02,Dodt Av & Leeds St,70126,7,POINT (-89.99153018 30.01941675)
A0471026,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681599,531804,2026-01-05T18:42:26.517000,,2026-01-05T18:42:26.517000,2026-01-05T20:24:35.007000,NAT,Necessary Action Taken,Y,8D04,Bourbon St & Conti St,None,8,POINT (-90.06774648 29.95627481)
A0471126,107,SUSPICIOUS PERSON,1B,107,SUSPICIOUS PERSON,2C,3705348,514982,2026-01-05T18:42:27.563000,2026-01-05T20:53:03.170000,,2026-01-05T20:53:09.713000,GOA,GONE ON ARRIVAL,N,4D02,General De Gaulle Dr & Woodland Dr,70131,4,POINT (-89.99337787 29.90927688)
A0598926,103D,DOMESTIC DISTURBANCE,2C,103,DISTURBANCE (OTHER),2D,3705633,515388,2026-01-06T22:02:45.070000,2026-01-06T22:04:02.627000,2026-01-06T22:21:33.773000,2026-01-06T23:07:10.600000,RTF,REPORT TO FOLLOW,N,4E03,041XX Maple Leaf Dr,70131,4,POINT (-89.99246249 29.91038476)
A0471326,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3686384,525516,2026-01-05T18:43:27.057000,,,2026-01-05T18:44:36.080000,REF,REFERRED TO EXTERNAL AGENCY,N,4A06,US90B E,None,4,POINT (-90.0528574 29.93884024)
A0471426,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682015,530527,2026-01-05T18:43:52.420000,,,2026-01-05T18:44:51.853000,NAT,Necessary Action Taken,N,8C01,005XX Iberville St,70130,8,POINT (-90.06647723 29.9527507)
A0471526,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3672152,539321,2026-01-05T18:44:59.753000,,2026-01-05T18:44:59.753000,2026-01-05T19:26:09.157000,NAT,Necessary Action Taken,Y,1M02,004XX N Carrollton Av,70119,1,POINT (-90.09732072 29.97722838)
A0471626,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3685706,534221,2026-01-05T18:45:02.457000,2026-01-05T21:17:49.357000,2026-01-05T21:21:34.733000,2026-01-05T21:32:21.347000,NAT,Necessary Action Taken,N,5B01,023XX Decatur St,70117,5,POINT (-90.05469324 29.96279672)
A0471726,29ST,SUICIDE THREAT,1A,29ST,SUICIDE THREAT,2F,37369000,3513814,2026-01-05T18:49:19.947000,2026-01-05T20:21:41.893000,,2026-01-05T20:21:50.890000,REF,REFERRED TO EXTERNAL AGENCY,N,1G02,022XX Poydras St,70119,1,POINT (0 0)
A0471826,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3673918,533738,2026-01-05T18:50:12.987000,,2026-01-05T18:50:12.987000,2026-01-05T18:50:42.073000,RTF,REPORT TO FOLLOW,Y,1K01,027XX Tulane Av,70119,1,POINT (-90.09193488 29.96182464)
A0471926,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3687078,528768,2026-01-05T18:50:47.947000,,,2026-01-05T20:21:13.427000,VOI,VOID,N,4F01,005XX Red Allen Way,70114,4,POINT (-90.05055139 29.94775922)
A0472026,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3667009,547551,2026-01-05T18:52:30.650000,,2026-01-05T18:52:30.650000,2026-01-05T19:07:15.567000,NAT,Necessary Action Taken,Y,3E02,Milne Blvd & Polk St,70124,3,POINT (-90.11328708 30.00000869)
A0472126,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3679776,543822,2026-01-05T18:54:03.403000,,2026-01-05T18:54:03.403000,2026-01-05T20:24:13.013000,NAT,Necessary Action Taken,Y,3L03,Paris Av & Gentilly Blvd,70119,3,POINT (-90.07308436 29.98937486)
A0472226,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3683226,534241,2026-01-05T18:54:10.380000,,2026-01-05T18:54:10.380000,2026-01-05T19:09:20.113000,GOA,GONE ON ARRIVAL,Y,8E02,008XX Blk Governor Nicholls St,70116,8,POINT (-90.06252434 29.96292511)
A0599026,MISC,MISCELLANEOUS COMPLAINT,1,67A,AUTO THEFT,0,3694059,536401,2026-01-06T22:03:48.510000,,,2026-01-07T00:16:11.060000,NAT,Necessary Action Taken,N,5D04,045XX N Robertson St,70117,5,POINT (-90.02823634 29.96853208)
A0472526,67S,SHOPLIFTING,1E,67,THEFT,1G,3697236,519566,2026-01-05T18:58:51.137000,,2026-01-05T20:44:41.367000,2026-01-05T21:52:50.833000,RTF,REPORT TO FOLLOW,N,4C02,037XX General De Gaulle Dr,70114,4,POINT (-90.01881452 29.92214029)
A0472626,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3698748,551795,2026-01-05T18:59:10.677000,,2026-01-05T18:59:10.677000,2026-01-05T20:34:49.017000,NAT,Necessary Action Taken,Y,7C02,I-10 E & Chef Menteur Hwy,70126,7,POINT (-90.01286764 30.0107115)
A0472726,100,HIT & RUN,1A,100,HIT & RUN,1C,3670096,517796,2026-01-05T18:59:46.413000,2026-01-05T20:46:40.020000,2026-01-05T20:58:50.983000,2026-01-05T21:07:42.323000,GOA,GONE ON ARRIVAL,N,2B05,006XX Valence St,70115,2,POINT (-90.10454455 29.91810116)
A0472826,103D,DOMESTIC DISTURBANCE,1B,103D,DOMESTIC DISTURBANCE,2F,3697328,532758,2026-01-05T19:00:45.873000,2026-01-05T20:04:35.987000,2026-01-05T20:11:54.713000,2026-01-05T20:44:24.783000,RTF,REPORT TO FOLLOW,N,5E01,054XX Dauphine St,70117,5,POINT (-90.01804469 29.95841081)
A0599126,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),1C,3696112,519062,2026-01-06T22:04:06.240000,2026-01-07T04:04:12.793000,2026-01-07T04:07:25.617000,2026-01-07T04:22:59.847000,GOA,GONE ON ARRIVAL,N,4C02,034XX Garden Oaks Dr,70114,4,POINT (-90.02238002 29.92079011)
A0473026,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682603,531264,2026-01-05T19:03:18.090000,,2026-01-05T19:03:18.090000,2026-01-05T19:22:56.443000,NAT,Necessary Action Taken,Y,8B02,004XX Blk Decatur St,70130,8,POINT (-90.06459463 29.95476011)
