NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0499126,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3682142,531990,2026-01-06T01:31:10.050000,2026-01-06T01:32:44.387000,2026-01-06T01:33:53.290000,2026-01-06T02:14:00.120000,NAT,Necessary Action Taken,N,8D05,005XX Royal St,70130,8,POINT (-90.06602518 29.95676905)
A0367426,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1E,3678491,540891,2026-01-04T18:44:04.817000,2026-01-04T19:25:27.987000,,2026-01-04T19:25:43.867000,NAT,Necessary Action Taken,N,1C03,Gentilly Blvd & Fortin St,70119,1,POINT (-90.07724719 29.98135507)
A0367526,103,DISTURBANCE (OTHER),1D,103,DISTURBANCE (OTHER),2D,3696109,551597,2026-01-04T18:44:21.470000,2026-01-04T19:39:38.033000,2026-01-04T20:13:02.510000,2026-01-04T23:18:33.767000,GOA,GONE ON ARRIVAL,N,7A02,058XX Chef Menteur Hwy,70126,7,POINT (-90.02121458 30.01024853)
A0367626,21N,NOISE COMPLAINT,1F,21N,NOISE COMPLAINT,1F,3680901,520862,2026-01-04T18:45:41.317000,,2026-01-04T20:01:24.750000,2026-01-04T20:17:36.510000,GOA,GONE ON ARRIVAL,N,6B02,005XX St Andrew St,70130,6,POINT (-90.07033103 29.92620841)
A0367726,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3691506,549607,2026-01-04T18:47:26.480000,,2026-01-04T18:47:26.480000,2026-01-04T18:47:43.510000,RTF,REPORT TO FOLLOW,Y,3U02,045XX Chef Menteur Hwy,70126,3,POINT (-90.03582577 30.00492283)
A0367826,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3697767,558154,2026-01-04T18:48:12.807000,2026-01-04T18:53:42.470000,2026-01-04T18:54:28.550000,2026-01-04T19:33:01.490000,NAT,Necessary Action Taken,N,7D05,065XX Morrison Rd,70126,7,POINT (-90.01573778 30.02822705)
A0367926,18,TRAFFIC INCIDENT,1,18,TRAFFIC INCIDENT,1F,3721924,553278,2026-01-04T18:48:35.850000,,,2026-01-04T20:02:50.520000,REF,REFERRED TO EXTERNAL AGENCY,N,7M01,I-510 N From Paris Rd,70129,7,POINT (-89.93958929 30.0140339)
A0368026,63,PROWLER,1E,63,PROWLER,1E,3696505,519725,2026-01-04T18:49:21.943000,2026-01-04T19:37:02.900000,2026-01-04T19:55:17.167000,2026-01-04T19:56:57.387000,NAT,Necessary Action Taken,N,4C02,032XX Texas Dr,70114,4,POINT (-90.02111598 29.92260144)
A0368126,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3680168,534749,2026-01-04T18:50:01.113000,,2026-01-04T18:50:01.113000,2026-01-04T18:55:36.247000,NAT,Necessary Action Taken,Y,1F02,016XX Blk St Ann St,70116,1,POINT (-90.072161 29.96441707)
A0368226,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668909,552681,2026-01-04T18:50:03.697000,,2026-01-04T18:50:03.697000,2026-01-04T19:11:25.043000,NAT,Necessary Action Taken,Y,3F02,Canal Blvd & Chapelle St,70124,3,POINT (-90.1071103 30.01405945)
A0368426,103,DISTURBANCE (OTHER),1B,103,DISTURBANCE (OTHER),2D,3680239,532426,2026-01-04T18:51:25.760000,2026-01-04T20:40:58.230000,2026-01-04T20:44:44.783000,2026-01-04T20:53:37.713000,GOA,GONE ON ARRIVAL,N,1E01,012XX Bienville St,70112,1,POINT (-90.07201825 29.95802732)
A0368526,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3671883,529299,2026-01-04T18:53:52.610000,2026-01-04T19:54:34.343000,2026-01-04T20:01:46.363000,2026-01-04T20:27:29.713000,RTF,REPORT TO FOLLOW,N,6M01,038XX 4th St,70125,6,POINT (-90.09851027 29.94967981)
A0368626,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3669299,551982,2026-01-04T18:56:04.300000,,2026-01-04T18:56:04.300000,2026-01-04T19:11:05.527000,NAT,Necessary Action Taken,Y,3J01,Filmore Av & Vicksburg St,None,3,POINT (-90.10590265 30.0121245)
A0368726,99,RECKLESS DRIVING,2E,99,RECKLESS DRIVING,2E,3672955,524486,2026-01-04T18:56:27.307000,2026-01-04T18:57:04.743000,2026-01-04T19:01:06.707000,2026-01-04T19:05:45.213000,GOA,GONE ON ARRIVAL,N,6F04,Louisiana Av & Freret St,70115,6,POINT (-90.09529133 29.93641341)
A0368826,MISC,MISCELLANEOUS COMPLAINT,1,67S,SHOPLIFTING,1E,3697236,519566,2026-01-04T18:56:51.653000,,2026-01-04T20:39:33.213000,2026-01-04T21:05:46.223000,NAT,Necessary Action Taken,N,4C02,037XX General De Gaulle Dr,70114,4,POINT (-90.01881452 29.92214029)
A0368926,107,SUSPICIOUS PERSON,1B,107,SUSPICIOUS PERSON,2D,3681429,531531,2026-01-04T19:00:17.480000,,2026-01-04T19:05:36.043000,2026-01-04T19:06:21.753000,GOA,GONE ON ARRIVAL,N,8D04,003XX Bourbon St,70130,8,POINT (-90.06829302 29.95553039)
A0369026,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682241,529231,2026-01-04T19:00:47.873000,,,2026-01-04T19:00:47.873000,NAT,Necessary Action Taken,N,8A03,004XX S Peters St,70130,8,POINT (-90.06581017 29.94918189)
A0369126,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),2D,3697686,523348,2026-01-04T19:01:56.033000,2026-01-04T19:31:43.673000,2026-01-04T19:41:23.380000,2026-01-04T19:47:24.230000,GOA,GONE ON ARRIVAL,N,4J01,020XX Halsey Av,70114,4,POINT (-90.01725739 29.93252421)
A0369226,67S,SHOPLIFTING,0,67S,SHOPLIFTING,1E,3711769,554888,2026-01-04T19:02:04.943000,,2026-01-04T20:14:18.340000,2026-01-04T21:11:04.867000,RTF,REPORT TO FOLLOW,N,7H03,097XX Chef Menteur Hwy,70127,7,POINT (-89.97161495 30.01879526)
A0369326,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3669867,525357,2026-01-04T19:02:14.677000,2026-01-04T19:37:41.550000,2026-01-04T19:43:54.323000,2026-01-04T20:01:51.600000,GOA,GONE ON ARRIVAL,N,2N03,Approx Loc:4534 Willow St,70115,2,POINT (-90.10501 29.9389)
A0369426,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3687652,526325,2026-01-04T19:04:18.693000,2026-01-04T19:56:13.230000,2026-01-04T20:02:54.763000,2026-01-04T20:06:01.553000,CBC,Canceled By Complainant,N,4A06,006XX Majestic Pl,70114,4,POINT (-90.04882624 29.94102549)
A0369626,100,HIT & RUN,1B,100,HIT & RUN,2D,3704011,555395,2026-01-04T19:10:45.377000,2026-01-04T19:31:21.903000,,2026-01-04T19:56:14.377000,RTF,REPORT TO FOLLOW,N,7E01,047XX Viola St,70126,7,POINT (-89.99610691 30.02044195)
A0369826,21,COMPLAINT OTHER,1J,966,DRUG VIOLATIONS,2F,3684267,539545,2026-01-04T19:13:04.387000,,,2026-01-04T19:24:11.277000,NAT,Necessary Action Taken,N,5A03,019XX Frenchmen St,70116,5,POINT (-90.05904892 29.97747799)
A0369926,64A,HOLD UP ALARM,2D,64A,HOLD UP ALARM,2D,3696710,520760,2026-01-04T19:14:13.893000,2026-01-04T19:30:44.520000,2026-01-04T19:45:58.100000,2026-01-04T19:56:08.640000,NAT,Necessary Action Taken,N,4J01,036XX Macarthur Blvd,70114,4,POINT (-90.02042937 29.92544085)
A0370026,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3671916,542865,2026-01-04T19:14:32.197000,,,2026-01-04T19:36:24.577000,NAT,Necessary Action Taken,N,3I06,X Victory Av,70124,3,POINT (-90.09794681 29.98698047)
A0370226,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3693355,541703,2026-01-04T19:14:45.560000,,,2026-01-04T19:24:13.070000,NAT,Necessary Action Taken,N,5Q03,Alvar Overpass North,70126,5,POINT (-90.03026984 29.98313106)
A0370326,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3682116,527149,2026-01-04T19:15:15.400000,,2026-01-04T19:15:15.400000,2026-01-04T19:41:03.650000,NAT,Necessary Action Taken,Y,8G01,003XX St Joseph St,70130,8,POINT (-90.06627486 29.94345821)
A0499226,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3708926,563458,2026-01-06T01:34:03.777000,2026-01-06T01:34:03.777000,2026-01-06T01:34:06.573000,2026-01-06T01:41:51.393000,NAT,Necessary Action Taken,N,7P06,073XX Read Blvd,70127,7,POINT (-89.98027793 30.04245299)
A0370626,100I,HIT & RUN WITH INJURIES,2C,100I,HIT & RUN WITH INJURIES,2C,3704011,555395,2026-01-04T19:21:36.907000,,,2026-01-04T19:26:23.887000,DUP,DUPLICATE,N,7E01,047XX Viola St,70126,7,POINT (-89.99610691 30.02044195)
A0499326,22A,AREA CHECK,1K,BUSCK,BUSINESS CHECK,0,3663784,519577,2026-01-06T01:40:32.577000,,2026-01-06T01:40:32.577000,2026-01-06T02:19:20.020000,NAT,Necessary Action Taken,Y,2A03,Magazine St & Henry Clay Av,70118,2,POINT (-90.12440693 29.92318236)
A0370826,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3683697,533917,2026-01-04T19:23:11.070000,,2026-01-04T19:23:11.070000,2026-01-04T19:58:26.213000,NAT,Necessary Action Taken,Y,8E05,012XX Royal St,70116,8,POINT (-90.06104704 29.96202148)
A0499426,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,1F,3679818,526426,2026-01-06T01:40:58.483000,,2026-01-06T01:50:29.590000,2026-01-06T01:58:13.117000,NAT,Necessary Action Taken,N,6E04,011XX Blk St Charles Av,70130,6,POINT (-90.07355699 29.94154211)
A0371026,35D,SIMPLE BATTERY DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3684042,543748,2026-01-04T19:23:36.203000,2026-01-04T19:27:38.943000,2026-01-04T19:32:22.980000,2026-01-04T23:24:26.870000,RTF,REPORT TO FOLLOW,N,3X01,030XX Frenchmen St,70122,3,POINT (-90.05961265 29.98904212)
A0499526,103D,DOMESTIC DISTURBANCE,2C,21,COMPLAINT OTHER,1J,3711634,559792,2026-01-06T01:41:15.483000,,2026-01-06T01:41:15.483000,2026-01-06T03:25:50.227000,RTF,REPORT TO FOLLOW,Y,7I01,056XX Read Blvd,70127,7,POINT (-89.9718582 30.03228391)
A0371226,18,TRAFFIC INCIDENT,1J,TS,TRAFFIC STOP,1,3669242,551322,2026-01-04T19:30:21.857000,,2026-01-04T19:30:21.857000,2026-01-04T19:36:58.260000,NAT,Necessary Action Taken,Y,3J01,Vicksburg St & Porteous St,70124,3,POINT (-90.1061058 30.0103131)
A0371326,103D,DOMESTIC DISTURBANCE,2C,21,COMPLAINT OTHER,1J,3671858,530004,2026-01-04T19:30:35.107000,,2026-01-04T19:30:35.107000,2026-01-04T22:58:05.303000,RTF,REPORT TO FOLLOW,Y,6M01,025XX Blk S Broad St,70125,6,POINT (-90.09856635 29.95161657)
A0371426,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3666588,549918,2026-01-04T19:32:04.607000,,2026-01-04T19:32:04.607000,2026-01-04T20:02:04.913000,NAT,Necessary Action Taken,Y,3F01,West End Blvd & Fremont St,70124,3,POINT (-90.11453726 30.00653072)
A0371526,67,THEFT,1G,65,SIMPLE ROBBERY,2C,3684560,536633,2026-01-04T19:32:25.620000,2026-01-04T19:34:12.840000,2026-01-04T19:41:24.740000,2026-01-04T20:20:32.177000,RTF,REPORT TO FOLLOW,N,5A05,Frenchmen St & Marais St,70116,5,POINT (-90.05822827 29.96946303)
A0371626,94,DISCHARGING FIREARM,1,94,DISCHARGING FIREARM,2C,3691086,540580,2026-01-04T19:33:28.427000,2026-01-04T21:42:25,2026-01-04T21:48:00.883000,2026-01-04T22:25:51.167000,GOA,GONE ON ARRIVAL,N,5M03,023XX Piety St,70117,5,POINT (-90.03747758 29.98011439)
A0371726,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3668134,542058,2026-01-04T19:34:52.317000,,2026-01-04T19:34:52.317000,2026-01-04T20:28:01.657000,NAT,Necessary Action Taken,Y,3I01,052XX Canal Blvd,70124,3,POINT (-90.10991762 29.98487117)
A0371826,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),1F,3673004,533675,2026-01-04T19:35:29.193000,,,2026-01-04T20:23:02.850000,DUP,DUPLICATE,N,1K01,007XX S Dupre St,70119,1,POINT (-90.09482225 29.96167885)
A0371926,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1C,3671978,536859,2026-01-04T19:36:19.497000,2026-01-04T20:53:43.780000,2026-01-04T21:06:29.347000,2026-01-04T21:28:14.100000,NAT,Necessary Action Taken,N,1L03,002XX S Telemachus St,70119,1,POINT (-90.09795461 29.97046219)
A0372026,21,COMPLAINT OTHER,1J,67A,AUTO THEFT,1D,3681755,528243,2026-01-04T19:36:51.880000,,,2026-01-04T19:48:12.287000,CBC,Canceled By Complainant,N,8G02,Girod St & Tchoupitoulas St,70130,8,POINT (-90.0673783 29.94647906)
A0372126,63,PROWLER,2D,63,PROWLER,2D,3681459,531562,2026-01-04T19:37:34.480000,,2026-01-04T19:42:16.840000,2026-01-04T21:49:20.807000,NAT,Necessary Action Taken,N,8D04,003XX Bourbon St,70130,8,POINT (-90.06819767 29.95561326)
A0372226,18A,ABANDONED VEHICLE,1,18A,ABANDONED VEHICLE,0,3671488,525906,2026-01-04T19:38:49.630000,2026-01-04T19:59:54.577000,2026-01-04T20:00:31.777000,2026-01-04T21:28:48.550000,RTF,REPORT TO FOLLOW,N,2O01,S Claiborne Av & General Taylor St,70125,2,POINT (-90.09987346 29.94036131)
A0372326,35,SIMPLE BATTERY,2E,35,SIMPLE BATTERY,1F,3662666,531530,2026-01-04T19:39:03.620000,,2026-01-04T20:05:21.470000,2026-01-04T21:21:57.310000,RTF,REPORT TO FOLLOW,N,2K03,085XX Blk Spruce St,70118,2,POINT (-90.1275383 29.9560831)
A0372426,21,COMPLAINT OTHER,1J,21M,MISSING ADULT,1C,3671480,536885,2026-01-04T19:39:07.853000,2026-01-04T19:42:59.360000,2026-01-04T19:46:09.080000,2026-01-04T19:51:54.863000,NAT,Necessary Action Taken,N,1L04,003XX S Cortez St,70119,1,POINT (-90.09952467 29.97054943)
A0372526,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3700208,522234,2026-01-04T19:41:16.757000,2026-01-04T19:57:01.593000,2026-01-04T20:06:44.823000,2026-01-04T20:45:40.660000,NAT,Necessary Action Taken,N,4D03,023XX Comet St,70131,4,POINT (-90.00933501 29.92938158)
A0499626,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3705345,514849,2026-01-06T01:42:50.497000,,2026-01-06T01:42:50.497000,2026-01-06T02:50:05.087000,NAT,Necessary Action Taken,Y,4D05,Woodland Dr & General De Gaulle Dr,70131,4,POINT (-89.99339099 29.90891126)
A0372726,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,1D,3667870,541067,2026-01-04T19:42:17.350000,2026-01-04T19:57:56.233000,2026-01-04T20:00:27.533000,2026-01-04T20:11:59.177000,GOA,GONE ON ARRIVAL,N,3E01,Canal Blvd & City Park Av,70124,3,POINT (-90.11078459 29.98215372)
A0372826,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3705272,559528,2026-01-04T19:43:53.033000,2026-01-04T20:00:45.670000,2026-01-04T20:01:15.447000,2026-01-04T23:29:40.470000,NAT,Necessary Action Taken,N,7O09,085XX N I-10 Service Rd,70127,7,POINT (-89.99197106 30.03176643)
A0372926,29,DEATH,1D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3679395,547857,2026-01-04T19:44:43.193000,2026-01-04T20:52:51.377000,2026-01-04T20:53:10.440000,2026-01-04T22:28:31.013000,RTF,REPORT TO FOLLOW,N,3M04,042XX Paris Av,70122,3,POINT (-90.07414964 30.00048237)
A0373026,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680377,527684,2026-01-04T19:45:09.570000,,2026-01-04T19:45:09.570000,2026-01-04T20:00:57.280000,NAT,Necessary Action Taken,Y,8G03,008XX St Charles Av,70130,8,POINT (-90.07174739 29.94498331)
A0373126,18,TRAFFIC INCIDENT,1J,TS,TRAFFIC STOP,1,3703015,555145,2026-01-04T19:46:22.667000,,2026-01-04T19:46:22.667000,2026-01-04T19:55:52.497000,NAT,Necessary Action Taken,Y,7E01,Wilson Av & Prentiss Av,70126,7,POINT (-89.99926364 30.01978739)
A0373226,22A,AREA CHECK,1K,MISC,MISCELLANEOUS COMPLAINT,1,3668595,549241,2026-01-04T19:47:55.977000,,2026-01-04T19:47:55.977000,2026-01-04T20:15:09.283000,NAT,Necessary Action Taken,Y,3E02,Canal Blvd & Harrison Av,70124,3,POINT (-90.10822086 30.00460902)
A0373326,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3678384,530588,2026-01-04T19:49:16.130000,,2026-01-04T19:49:16.130000,2026-01-04T20:29:25.470000,NAT,Necessary Action Taken,Y,8J02,La Salle St & Perdido St,70112,8,POINT (-90.07794021 29.95302764)
A0373426,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3693355,541703,2026-01-04T19:49:19.200000,2026-01-04T19:53:00.860000,2026-01-04T19:57:47.753000,2026-01-04T20:41:48.420000,NAT,Necessary Action Taken,N,5Q03,Alvar Overpass North,70126,5,POINT (-90.03026984 29.98313106)
A0373526,67A,AUTO THEFT,1D,67A,AUTO THEFT,1D,3714942,567865,2026-01-04T19:51:50.170000,,2026-01-04T19:51:50.170000,2026-01-04T21:22:58.797000,RTF,REPORT TO FOLLOW,Y,7K06,124XX Morrison Rd,70128,7,POINT (-89.96109847 30.05437476)
A0373626,103F,FIGHT,2D,35,SIMPLE BATTERY,2E,3684701,534210,2026-01-04T19:53:44.160000,2026-01-04T19:59:26.157000,2026-01-04T20:01:48.967000,2026-01-04T20:06:00.190000,GOA,GONE ON ARRIVAL,N,8F01,005XX Frenchmen St,70116,8,POINT (-90.05786566 29.96279474)
A0373726,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3686070,538649,2026-01-04T19:54:17.080000,2026-01-04T22:06:54.883000,2026-01-04T22:06:57.773000,2026-01-04T22:21:52.910000,GOA,GONE ON ARRIVAL,N,5G02,023XX N Derbigny St,70117,5,POINT (-90.05338774 29.97496005)
A0499726,1028NP,VEHICLE NO-PURSUIT,2C,18,TRAFFIC INCIDENT,1J,3692048,550051,2026-01-06T01:49:34.953000,,2026-01-06T01:49:34.953000,2026-01-06T02:20:56.503000,NAT,Necessary Action Taken,Y,3U02,Chef Menteur Hwy & Desire Pkwy,70126,3,POINT (-90.03409987 30.00612506)
A0373926,18,TRAFFIC INCIDENT,1J,TS,TRAFFIC STOP,1,3668255,549270,2026-01-04T19:55:15.377000,,2026-01-04T19:55:15.377000,2026-01-04T20:14:57.327000,NAT,Necessary Action Taken,Y,3E02,Harrison Av & Louis Xiv St,70124,3,POINT (-90.10929273 30.00470039)
A0499826,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3700617,517877,2026-01-06T01:52:14.170000,,2026-01-06T01:52:14.170000,2026-01-06T02:29:03.720000,NAT,Necessary Action Taken,Y,4D01,Kabel Dr & General De Gaulle Dr,70131,4,POINT (-90.0082015 29.91738982)
A0374126,100I,HIT & RUN WITH INJURIES,2D,100,HIT & RUN,2D,3677779,550260,2026-01-04T19:59:00.527000,2026-01-04T20:06:26.403000,2026-01-04T20:06:30.507000,2026-01-04T23:05:37.393000,RTF,REPORT TO FOLLOW,N,3N01,Mirabeau Av & Cartier Av,70122,3,POINT (-90.07917031 30.00713715)
A0374226,ALRMCB,ALARM: COMMERCIAL - BURGLARY,2,ALRMCB,ALARM: COMMERCIAL - BURGLARY,2,3679190,532314,2026-01-04T19:59:21.670000,,,2026-01-04T20:04:28.820000,VOI,VOID,N,1E02,015XX Canal St,70112,1,POINT (-90.07533526 29.95775123)
A0374326,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1C,3681899,537517,2026-01-04T20:00:29.367000,2026-01-04T20:10:21.750000,2026-01-04T20:19:35.173000,2026-01-04T20:40:58.230000,NAT,Necessary Action Taken,N,1B01,N Claiborne Av & Laharpe St,70116,1,POINT (-90.06660043 29.97197405)
A0374426,21,COMPLAINT OTHER,1J,34,AGGRAVATED BATTERY,2C,3677186,531806,2026-01-04T20:00:53.373000,,2026-01-04T20:07:07.803000,2026-01-04T20:27:08.220000,NAT,Necessary Action Taken,N,1G01,018XX Gravier St,70112,1,POINT (-90.08168185 29.95641281)
A0374526,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673641,517756,2026-01-04T20:07:37.943000,,2026-01-04T20:07:37.943000,2026-01-04T20:40:08.073000,NAT,Necessary Action Taken,Y,6O02,038XX Tchoupitoulas St,70115,6,POINT (-90.0933562 29.91788704)
A0499926,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3681341,536546,2026-01-06T01:53:47.240000,2026-01-06T02:15:48.977000,,2026-01-06T02:29:24.800000,GOA,GONE ON ARRIVAL,N,1A01,N Claiborne Av & Esplanade Av,70116,1,POINT (-90.06839404 29.96932078)
A0374826,24,MEDICAL,1,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2026-01-04T20:09:41.103000,2026-01-04T20:20:35.720000,2026-01-04T20:24:57.500000,2026-01-04T20:49:04,GOA,GONE ON ARRIVAL,N,5D01,007XX Mazant St,70117,5,POINT (0 0)
A0374926,103D,DOMESTIC DISTURBANCE,2C,107,SUSPICIOUS PERSON,2D,3695278,527727,2026-01-04T20:10:56.107000,2026-01-04T20:13:16.587000,2026-01-04T20:17:09.277000,2026-01-04T20:43:52.120000,RTF,REPORT TO FOLLOW,N,4H02,011XX Southlawn Blvd,70114,4,POINT (-90.02469932 29.94464159)
A0375026,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3680653,542242,2026-01-04T20:12:22.183000,,2026-01-04T21:42:18.927000,2026-01-04T21:47:41.033000,GOA,GONE ON ARRIVAL,N,3X03,N Broad St & Duels St,70119,3,POINT (-90.07037015 29.98500523)
A0375126,18,TRAFFIC INCIDENT,1J,TS,TRAFFIC STOP,1,3670562,551865,2026-01-04T20:12:45.303000,,2026-01-04T20:12:45.303000,2026-01-04T20:31:34.723000,NAT,Necessary Action Taken,Y,3J01,Filmore Av & Argonne Blvd,70124,3,POINT (-90.10191743 30.01176583)
A0375226,100,HIT & RUN,2D,100,HIT & RUN,2D,3691009,524091,2026-01-04T20:13:31.740000,,,2026-01-04T20:19:11.727000,VOI,VOID,N,4B03,US90B W After Tchoup Onramp,70114,4,POINT (-90.03830683 29.93477897)
A0375326,22A,AREA CHECK,1K,MISC,MISCELLANEOUS COMPLAINT,1,3670623,552521,2026-01-04T20:15:31.203000,,2026-01-04T20:15:31.203000,2026-01-04T21:16:41.333000,NAT,Necessary Action Taken,Y,3J03,Argonne Blvd & Chapelle St,70124,3,POINT (-90.10170197 30.01356941)
A0500026,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3705449,515910,2026-01-06T01:54:55.600000,,2026-01-06T01:54:55.600000,2026-01-06T02:53:43.850000,NAT,Necessary Action Taken,Y,4E03,040XX Woodland Dr,70131,4,POINT (-89.9930247 29.91182704)
A0375526,103,DISTURBANCE (OTHER),1F,103,DISTURBANCE (OTHER),1F,3697686,523348,2026-01-04T20:16:18.647000,2026-01-04T20:19:22.820000,2026-01-04T20:26:58.050000,2026-01-04T21:39:39.750000,NAT,Necessary Action Taken,N,4J01,020XX Halsey Av,70114,4,POINT (-90.01725739 29.93252421)
A0375626,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681064,528687,2026-01-04T20:18:27,,2026-01-04T20:18:27,2026-01-04T20:33:22.740000,NAT,Necessary Action Taken,Y,8G03,006XX Camp St,70130,8,POINT (-90.06954381 29.94772098)
A0375726,103,DISTURBANCE (OTHER),2D,103,DISTURBANCE (OTHER),2D,3681857,532100,2026-01-04T20:19:25.490000,,2026-01-04T20:25:05.667000,2026-01-04T20:34:40.933000,NAT,Necessary Action Taken,N,8D05,005XX Bourbon St,70130,8,POINT (-90.06692129 29.95708096)
A0500126,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3700790,520061,2026-01-06T01:55:25.057000,2026-01-06T01:56:32.523000,2026-01-06T02:07:17.080000,2026-01-06T02:29:23.743000,NAT,Necessary Action Taken,N,4D01,046XX Macarthur Blvd,70131,4,POINT (-90.00757566 29.92338886)
A0375926,67S,SHOPLIFTING,1E,67,THEFT,1G,3666265,518795,2026-01-04T20:22:42.207000,,2026-01-04T21:38:44.413000,2026-01-04T22:13:20.597000,RTF,REPORT TO FOLLOW,N,2B03,055XX Magazine St,70115,2,POINT (-90.11660197 29.92096204)
A0376026,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3688144,541269,2026-01-04T20:22:50.763000,2026-01-04T20:47:35.810000,2026-01-04T20:59:41.647000,2026-01-04T21:14:46.713000,NAT,Necessary Action Taken,N,5M01,Approx Loc:2829 Comus Ct,70117,5,POINT (-90.04674513 29.98210118)
A0376126,103D,DOMESTIC DISTURBANCE,1,103,DISTURBANCE (OTHER),1C,3700532,519453,2026-01-04T20:22:56.147000,2026-01-04T20:42:18.333000,2026-01-04T20:48:23.590000,2026-01-04T21:40:19.747000,RTF,REPORT TO FOLLOW,N,4D01,032XX Kabel Dr,70131,4,POINT (-90.00841294 29.92172652)
A0376226,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3679588,531353,2026-01-04T20:24:39.960000,,2026-01-04T20:24:39.960000,2026-01-04T20:24:58.743000,NAT,Necessary Action Taken,Y,8I02,Elk Pl & Cleveland Av,70112,8,POINT (-90.07411265 29.95509524)
A0376326,67S,SHOPLIFTING,1E,103,DISTURBANCE (OTHER),2D,3675368,534897,2026-01-04T20:25:26.717000,2026-01-04T20:27:01.477000,2026-01-04T20:30:53.333000,2026-01-04T22:53:03.447000,RTF,REPORT TO FOLLOW,N,1H02,026XX Canal St,70119,1,POINT (-90.08731638 29.96496846)
A0500226,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668353,546626,2026-01-06T01:56:49.003000,,2026-01-06T01:56:49.003000,2026-01-06T02:20:27.763000,NAT,Necessary Action Taken,Y,3E02,Canal Blvd & Brooks St,70124,3,POINT (-90.10907363 29.99742728)
A0376526,35D,SIMPLE BATTERY DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3697310,535196,2026-01-04T20:27:50.773000,2026-01-04T21:00:27.067000,2026-01-04T21:09:10.740000,2026-01-04T21:42:55.837000,GOA,GONE ON ARRIVAL,N,5E02,053XX N Villere St,70117,5,POINT (-90.01801237 29.96511557)
A0376626,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3668595,549241,2026-01-04T20:29:12.103000,,2026-01-04T20:29:12.103000,2026-01-04T21:56:56.753000,NAT,Necessary Action Taken,Y,3E02,Canal Blvd & Harrison Av,70124,3,POINT (-90.10822086 30.00460902)
